,x,y,z,Concentration
63,180.085,-1000.0,0.0,459170115094.1747
64,180.085,-1000.0,10.0,459170115094.1747
65,180.085,-1000.0,20.0,459170115094.1747
66,180.085,-1000.0,30.0,459170115094.1747
67,180.085,-1000.0,40.0,459170115094.1747
68,180.085,-1000.0,50.0,459170115094.1747
69,180.085,-1000.0,60.0,459170115094.1747
70,180.085,-1000.0,70.0,459170115094.1747
71,180.085,-1000.0,80.0,459170115094.1747
72,180.085,-1000.0,90.0,459170115094.1747
73,180.085,-1000.0,100.0,459170115094.1747
74,180.085,-1000.0,110.0,459170115094.1747
75,180.085,-1000.0,120.0,459170115094.1747
76,180.085,-1000.0,130.0,459170115094.1747
77,180.085,-1000.0,140.0,459170115094.1747
78,180.085,-1000.0,150.0,459170115094.1747
79,180.085,-1000.0,160.0,459170115094.1747
80,180.085,-1000.0,170.0,459170115094.1747
81,180.085,-1000.0,180.0,459170115094.1747
82,180.085,-1000.0,190.0,459170115094.1747
83,180.085,-1000.0,200.0,459170115094.1747
84,240.08,-1000.0,0.0,459170115094.1747
85,240.08,-1000.0,10.0,459170115094.1747
86,240.08,-1000.0,20.0,459170115094.1747
87,240.08,-1000.0,30.0,459170115094.1747
88,240.08,-1000.0,40.0,459170115094.1747
89,240.08,-1000.0,50.0,459170115094.1747
90,240.08,-1000.0,60.0,459170115094.1747
91,240.08,-1000.0,70.0,459170115094.1747
92,240.08,-1000.0,80.0,459170115094.1747
93,240.08,-1000.0,90.0,459170115094.1747
94,240.08,-1000.0,100.0,459170115094.1747
95,240.08,-1000.0,110.0,459170115094.1747
96,240.08,-1000.0,120.0,459170115094.1747
97,240.08,-1000.0,130.0,459170115094.1747
98,240.08,-1000.0,140.0,459170115094.1747
99,240.08,-1000.0,150.0,459170115094.1747
100,240.08,-1000.0,160.0,459170115094.1747
101,240.08,-1000.0,170.0,459170115094.1747
102,240.08,-1000.0,180.0,459170115094.1747
103,240.08,-1000.0,190.0,459170115094.1747
104,240.08,-1000.0,200.0,459170115094.1747
105,300.07500000000005,-1000.0,0.0,459170115094.1747
106,300.07500000000005,-1000.0,10.0,459170115094.1747
107,300.07500000000005,-1000.0,20.0,459170115094.1747
108,300.07500000000005,-1000.0,30.0,459170115094.1747
109,300.07500000000005,-1000.0,40.0,459170115094.1747
110,300.07500000000005,-1000.0,50.0,459170115094.1747
111,300.07500000000005,-1000.0,60.0,459170115094.1747
112,300.07500000000005,-1000.0,70.0,459170115094.1747
113,300.07500000000005,-1000.0,80.0,459170115094.1747
114,300.07500000000005,-1000.0,90.0,459170115094.1747
115,300.07500000000005,-1000.0,100.0,459170115094.1747
116,300.07500000000005,-1000.0,110.0,459170115094.1747
117,300.07500000000005,-1000.0,120.0,459170115094.1747
118,300.07500000000005,-1000.0,130.0,459170115094.1747
119,300.07500000000005,-1000.0,140.0,459170115094.1747
120,300.07500000000005,-1000.0,150.0,459170115094.1747
121,300.07500000000005,-1000.0,160.0,459170115094.1747
122,300.07500000000005,-1000.0,170.0,459170115094.1747
123,300.07500000000005,-1000.0,180.0,459170115094.1747
124,300.07500000000005,-1000.0,190.0,459170115094.1747
125,300.07500000000005,-1000.0,200.0,459170115094.1747
126,360.07000000000005,-1000.0,0.0,459170115094.1747
127,360.07000000000005,-1000.0,10.0,459170115094.1747
128,360.07000000000005,-1000.0,20.0,459170115094.1747
129,360.07000000000005,-1000.0,30.0,459170115094.1747
130,360.07000000000005,-1000.0,40.0,459170115094.1747
131,360.07000000000005,-1000.0,50.0,459170115094.1747
132,360.07000000000005,-1000.0,60.0,459170115094.1747
133,360.07000000000005,-1000.0,70.0,459170115094.1747
134,360.07000000000005,-1000.0,80.0,459170115094.1747
135,360.07000000000005,-1000.0,90.0,459170115094.1747
136,360.07000000000005,-1000.0,100.0,459170115094.1747
137,360.07000000000005,-1000.0,110.0,459170115094.1747
138,360.07000000000005,-1000.0,120.0,459170115094.1747
139,360.07000000000005,-1000.0,130.0,459170115094.1747
140,360.07000000000005,-1000.0,140.0,459170115094.1747
141,360.07000000000005,-1000.0,150.0,459170115094.1747
142,360.07000000000005,-1000.0,160.0,459170115094.1747
143,360.07000000000005,-1000.0,170.0,459170115094.1747
144,360.07000000000005,-1000.0,180.0,459170115094.1747
145,360.07000000000005,-1000.0,190.0,459170115094.1747
146,360.07000000000005,-1000.0,200.0,459170115094.1747
147,420.06500000000005,-1000.0,0.0,459170115094.1747
148,420.06500000000005,-1000.0,10.0,459170115094.1747
149,420.06500000000005,-1000.0,20.0,459170115094.1747
150,420.06500000000005,-1000.0,30.0,459170115094.1747
151,420.06500000000005,-1000.0,40.0,459170115094.1747
152,420.06500000000005,-1000.0,50.0,459170115094.1747
153,420.06500000000005,-1000.0,60.0,459170115094.1747
154,420.06500000000005,-1000.0,70.0,459170115094.1747
155,420.06500000000005,-1000.0,80.0,459170115094.1747
156,420.06500000000005,-1000.0,90.0,459170115094.1747
157,420.06500000000005,-1000.0,100.0,459170115094.1747
158,420.06500000000005,-1000.0,110.0,459170115094.1747
159,420.06500000000005,-1000.0,120.0,459170115094.1747
160,420.06500000000005,-1000.0,130.0,459170115094.1747
161,420.06500000000005,-1000.0,140.0,459170115094.1747
162,420.06500000000005,-1000.0,150.0,459170115094.1747
163,420.06500000000005,-1000.0,160.0,459170115094.1747
164,420.06500000000005,-1000.0,170.0,459170115094.1747
165,420.06500000000005,-1000.0,180.0,459170115094.1747
166,420.06500000000005,-1000.0,190.0,459170115094.1747
167,420.06500000000005,-1000.0,200.0,459170115094.1747
168,480.06000000000006,-1000.0,0.0,459170115094.1747
169,480.06000000000006,-1000.0,10.0,459170115094.1747
170,480.06000000000006,-1000.0,20.0,459170115094.1747
171,480.06000000000006,-1000.0,30.0,459170115094.1747
172,480.06000000000006,-1000.0,40.0,459170115094.1747
173,480.06000000000006,-1000.0,50.0,459170115094.1747
174,480.06000000000006,-1000.0,60.0,459170115094.1747
175,480.06000000000006,-1000.0,70.0,459170115094.1747
176,480.06000000000006,-1000.0,80.0,459170115094.1747
177,480.06000000000006,-1000.0,90.0,459170115094.1747
178,480.06000000000006,-1000.0,100.0,459170115094.1747
179,480.06000000000006,-1000.0,110.0,459170115094.1747
180,480.06000000000006,-1000.0,120.0,459170115094.1747
181,480.06000000000006,-1000.0,130.0,459170115094.1747
182,480.06000000000006,-1000.0,140.0,459170115094.1747
183,480.06000000000006,-1000.0,150.0,459170115094.1747
184,480.06000000000006,-1000.0,160.0,459170115094.1747
185,480.06000000000006,-1000.0,170.0,459170115094.1747
186,480.06000000000006,-1000.0,180.0,459170115094.1747
187,480.06000000000006,-1000.0,190.0,459170115094.1747
188,480.06000000000006,-1000.0,200.0,459170115094.1747
189,540.0550000000001,-1000.0,0.0,459170115094.1747
190,540.0550000000001,-1000.0,10.0,459170115094.1747
191,540.0550000000001,-1000.0,20.0,459170115094.1747
192,540.0550000000001,-1000.0,30.0,459170115094.1747
193,540.0550000000001,-1000.0,40.0,459170115094.1747
194,540.0550000000001,-1000.0,50.0,459170115094.1747
195,540.0550000000001,-1000.0,60.0,459170115094.1747
196,540.0550000000001,-1000.0,70.0,459170115094.1747
197,540.0550000000001,-1000.0,80.0,459170115094.1747
198,540.0550000000001,-1000.0,90.0,459170115094.1747
199,540.0550000000001,-1000.0,100.0,459170115094.1747
200,540.0550000000001,-1000.0,110.0,459170115094.1747
201,540.0550000000001,-1000.0,120.0,459170115094.1747
202,540.0550000000001,-1000.0,130.0,459170115094.1747
203,540.0550000000001,-1000.0,140.0,459170115094.1747
204,540.0550000000001,-1000.0,150.0,459170115094.1747
205,540.0550000000001,-1000.0,160.0,459170115094.1747
206,540.0550000000001,-1000.0,170.0,459170115094.1747
207,540.0550000000001,-1000.0,180.0,459170115094.1747
208,540.0550000000001,-1000.0,190.0,459170115094.1747
209,540.0550000000001,-1000.0,200.0,459170115094.1747
210,600.0500000000001,-1000.0,0.0,459170115094.1747
211,600.0500000000001,-1000.0,10.0,459170115094.1747
212,600.0500000000001,-1000.0,20.0,459170115094.1747
213,600.0500000000001,-1000.0,30.0,459170115094.1747
214,600.0500000000001,-1000.0,40.0,459170115094.1747
215,600.0500000000001,-1000.0,50.0,459170115094.1747
216,600.0500000000001,-1000.0,60.0,459170115094.1747
217,600.0500000000001,-1000.0,70.0,459170115094.1747
218,600.0500000000001,-1000.0,80.0,459170115094.1747
219,600.0500000000001,-1000.0,90.0,459170115094.1747
220,600.0500000000001,-1000.0,100.0,459170115094.1747
221,600.0500000000001,-1000.0,110.0,459170115094.1747
222,600.0500000000001,-1000.0,120.0,459170115094.1747
223,600.0500000000001,-1000.0,130.0,459170115094.1747
224,600.0500000000001,-1000.0,140.0,459170115094.1747
225,600.0500000000001,-1000.0,150.0,459170115094.1747
226,600.0500000000001,-1000.0,160.0,459170115094.1747
227,600.0500000000001,-1000.0,170.0,459170115094.1747
228,600.0500000000001,-1000.0,180.0,459170115094.1747
229,600.0500000000001,-1000.0,190.0,459170115094.1747
230,600.0500000000001,-1000.0,200.0,459170115094.1747
231,660.0450000000001,-1000.0,0.0,459170115094.1747
232,660.0450000000001,-1000.0,10.0,459170115094.1747
233,660.0450000000001,-1000.0,20.0,459170115094.1747
234,660.0450000000001,-1000.0,30.0,459170115094.1747
235,660.0450000000001,-1000.0,40.0,459170115094.1747
236,660.0450000000001,-1000.0,50.0,459170115094.1747
237,660.0450000000001,-1000.0,60.0,459170115094.1747
238,660.0450000000001,-1000.0,70.0,459170115094.1747
239,660.0450000000001,-1000.0,80.0,459170115094.1747
240,660.0450000000001,-1000.0,90.0,459170115094.1747
241,660.0450000000001,-1000.0,100.0,459170115094.1747
242,660.0450000000001,-1000.0,110.0,459170115094.1747
243,660.0450000000001,-1000.0,120.0,459170115094.1747
244,660.0450000000001,-1000.0,130.0,459170115094.1747
245,660.0450000000001,-1000.0,140.0,459170115094.1747
246,660.0450000000001,-1000.0,150.0,459170115094.1747
247,660.0450000000001,-1000.0,160.0,459170115094.1747
248,660.0450000000001,-1000.0,170.0,459170115094.1747
249,660.0450000000001,-1000.0,180.0,459170115094.1747
250,660.0450000000001,-1000.0,190.0,459170115094.1747
251,660.0450000000001,-1000.0,200.0,459170115094.1747
252,720.0400000000001,-1000.0,0.0,459170115094.1747
253,720.0400000000001,-1000.0,10.0,459170115094.1747
254,720.0400000000001,-1000.0,20.0,459170115094.1747
255,720.0400000000001,-1000.0,30.0,459170115094.1747
256,720.0400000000001,-1000.0,40.0,459170115094.1747
257,720.0400000000001,-1000.0,50.0,459170115094.1747
258,720.0400000000001,-1000.0,60.0,459170115094.1747
259,720.0400000000001,-1000.0,70.0,459170115094.1747
260,720.0400000000001,-1000.0,80.0,459170115094.1747
261,720.0400000000001,-1000.0,90.0,459170115094.1747
262,720.0400000000001,-1000.0,100.0,459170115094.1747
263,720.0400000000001,-1000.0,110.0,459170115094.1747
264,720.0400000000001,-1000.0,120.0,459170115094.1747
265,720.0400000000001,-1000.0,130.0,459170115094.1747
266,720.0400000000001,-1000.0,140.0,459170115094.1747
267,720.0400000000001,-1000.0,150.0,459170115094.1747
268,720.0400000000001,-1000.0,160.0,459170115094.1747
269,720.0400000000001,-1000.0,170.0,459170115094.1747
270,720.0400000000001,-1000.0,180.0,459170115094.1747
271,720.0400000000001,-1000.0,190.0,459170115094.1747
272,720.0400000000001,-1000.0,200.0,459170115094.1747
273,780.0350000000001,-1000.0,0.0,459170115094.1747
274,780.0350000000001,-1000.0,10.0,459170115094.1747
275,780.0350000000001,-1000.0,20.0,459170115094.1747
276,780.0350000000001,-1000.0,30.0,459170115094.1747
277,780.0350000000001,-1000.0,40.0,459170115094.1747
278,780.0350000000001,-1000.0,50.0,459170115094.1747
279,780.0350000000001,-1000.0,60.0,459170115094.1747
280,780.0350000000001,-1000.0,70.0,459170115094.1747
281,780.0350000000001,-1000.0,80.0,459170115094.1747
282,780.0350000000001,-1000.0,90.0,459170115094.1747
283,780.0350000000001,-1000.0,100.0,459170115094.1747
284,780.0350000000001,-1000.0,110.0,459170115094.1747
285,780.0350000000001,-1000.0,120.0,459170115094.1747
286,780.0350000000001,-1000.0,130.0,459170115094.1747
287,780.0350000000001,-1000.0,140.0,459170115094.1747
288,780.0350000000001,-1000.0,150.0,459170115094.1747
289,780.0350000000001,-1000.0,160.0,459170115094.1747
290,780.0350000000001,-1000.0,170.0,459170115094.1747
291,780.0350000000001,-1000.0,180.0,459170115094.1747
292,780.0350000000001,-1000.0,190.0,459170115094.1747
293,780.0350000000001,-1000.0,200.0,459170115094.1747
294,840.0300000000001,-1000.0,0.0,459170115094.1747
295,840.0300000000001,-1000.0,10.0,459170115094.1747
296,840.0300000000001,-1000.0,20.0,459170115094.1747
297,840.0300000000001,-1000.0,30.0,459170115094.1747
298,840.0300000000001,-1000.0,40.0,459170115094.1747
299,840.0300000000001,-1000.0,50.0,459170115094.1747
300,840.0300000000001,-1000.0,60.0,459170115094.1747
301,840.0300000000001,-1000.0,70.0,459170115094.1747
302,840.0300000000001,-1000.0,80.0,459170115094.1747
303,840.0300000000001,-1000.0,90.0,459170115094.1747
304,840.0300000000001,-1000.0,100.0,459170115094.1747
305,840.0300000000001,-1000.0,110.0,459170115094.1747
306,840.0300000000001,-1000.0,120.0,459170115094.1747
307,840.0300000000001,-1000.0,130.0,459170115094.1747
308,840.0300000000001,-1000.0,140.0,459170115094.1747
309,840.0300000000001,-1000.0,150.0,459170115094.1747
310,840.0300000000001,-1000.0,160.0,459170115094.1747
311,840.0300000000001,-1000.0,170.0,459170115094.1747
312,840.0300000000001,-1000.0,180.0,459170115094.1747
313,840.0300000000001,-1000.0,190.0,459170115094.1747
314,840.0300000000001,-1000.0,200.0,459170115094.1747
315,900.0250000000001,-1000.0,0.0,459170115094.1747
316,900.0250000000001,-1000.0,10.0,459170115094.1747
317,900.0250000000001,-1000.0,20.0,459170115094.1747
318,900.0250000000001,-1000.0,30.0,459170115094.1747
319,900.0250000000001,-1000.0,40.0,459170115094.1747
320,900.0250000000001,-1000.0,50.0,459170115094.1747
321,900.0250000000001,-1000.0,60.0,459170115094.1747
322,900.0250000000001,-1000.0,70.0,459170115094.1747
323,900.0250000000001,-1000.0,80.0,459170115094.1747
324,900.0250000000001,-1000.0,90.0,459170115094.1747
325,900.0250000000001,-1000.0,100.0,459170115094.1747
326,900.0250000000001,-1000.0,110.0,459170115094.1747
327,900.0250000000001,-1000.0,120.0,459170115094.1747
328,900.0250000000001,-1000.0,130.0,459170115094.1747
329,900.0250000000001,-1000.0,140.0,459170115094.1747
330,900.0250000000001,-1000.0,150.0,459170115094.1747
331,900.0250000000001,-1000.0,160.0,459170115094.1747
332,900.0250000000001,-1000.0,170.0,459170115094.1747
333,900.0250000000001,-1000.0,180.0,459170115094.1747
334,900.0250000000001,-1000.0,190.0,459170115094.1747
335,900.0250000000001,-1000.0,200.0,459170115094.1747
336,960.0200000000001,-1000.0,0.0,459170115094.1747
337,960.0200000000001,-1000.0,10.0,459170115094.1747
338,960.0200000000001,-1000.0,20.0,459170115094.1747
339,960.0200000000001,-1000.0,30.0,459170115094.1747
340,960.0200000000001,-1000.0,40.0,459170115094.1747
341,960.0200000000001,-1000.0,50.0,459170115094.1747
342,960.0200000000001,-1000.0,60.0,459170115094.1747
343,960.0200000000001,-1000.0,70.0,459170115094.1747
344,960.0200000000001,-1000.0,80.0,459170115094.1747
345,960.0200000000001,-1000.0,90.0,459170115094.1747
346,960.0200000000001,-1000.0,100.0,459170115094.1747
347,960.0200000000001,-1000.0,110.0,459170115094.1747
348,960.0200000000001,-1000.0,120.0,459170115094.1747
349,960.0200000000001,-1000.0,130.0,459170115094.1747
350,960.0200000000001,-1000.0,140.0,459170115094.1747
351,960.0200000000001,-1000.0,150.0,459170115094.1747
352,960.0200000000001,-1000.0,160.0,459170115094.1747
353,960.0200000000001,-1000.0,170.0,459170115094.1747
354,960.0200000000001,-1000.0,180.0,459170115094.1747
355,960.0200000000001,-1000.0,190.0,459170115094.1747
356,960.0200000000001,-1000.0,200.0,459170115094.1747
357,1020.0150000000001,-1000.0,0.0,459170115094.1747
358,1020.0150000000001,-1000.0,10.0,459170115094.1747
359,1020.0150000000001,-1000.0,20.0,459170115094.1747
360,1020.0150000000001,-1000.0,30.0,459170115094.1747
361,1020.0150000000001,-1000.0,40.0,459170115094.1747
362,1020.0150000000001,-1000.0,50.0,459170115094.1747
363,1020.0150000000001,-1000.0,60.0,459170115094.1747
364,1020.0150000000001,-1000.0,70.0,459170115094.1747
365,1020.0150000000001,-1000.0,80.0,459170115094.1747
366,1020.0150000000001,-1000.0,90.0,459170115094.1747
367,1020.0150000000001,-1000.0,100.0,459170115094.1747
368,1020.0150000000001,-1000.0,110.0,459170115094.1747
369,1020.0150000000001,-1000.0,120.0,459170115094.1747
370,1020.0150000000001,-1000.0,130.0,459170115094.1747
371,1020.0150000000001,-1000.0,140.0,459170115094.1747
372,1020.0150000000001,-1000.0,150.0,459170115094.1747
373,1020.0150000000001,-1000.0,160.0,459170115094.1747
374,1020.0150000000001,-1000.0,170.0,459170115094.1747
375,1020.0150000000001,-1000.0,180.0,459170115094.1747
376,1020.0150000000001,-1000.0,190.0,459170115094.1747
377,1020.0150000000001,-1000.0,200.0,459170115094.1747
378,1080.01,-1000.0,0.0,459170115094.1747
379,1080.01,-1000.0,10.0,459170115094.1747
380,1080.01,-1000.0,20.0,459170115094.1747
381,1080.01,-1000.0,30.0,459170115094.1747
382,1080.01,-1000.0,40.0,459170115094.1747
383,1080.01,-1000.0,50.0,459170115094.1747
384,1080.01,-1000.0,60.0,459170115094.1747
385,1080.01,-1000.0,70.0,459170115094.1747
386,1080.01,-1000.0,80.0,459170115094.1747
387,1080.01,-1000.0,90.0,459170115094.1747
388,1080.01,-1000.0,100.0,459170115094.1747
389,1080.01,-1000.0,110.0,459170115094.1747
390,1080.01,-1000.0,120.0,459170115094.1747
391,1080.01,-1000.0,130.0,459170115094.1747
392,1080.01,-1000.0,140.0,459170115094.1747
393,1080.01,-1000.0,150.0,459170115094.1747
394,1080.01,-1000.0,160.0,459170115094.1747
395,1080.01,-1000.0,170.0,459170115094.1747
396,1080.01,-1000.0,180.0,459170115094.1747
397,1080.01,-1000.0,190.0,459170115094.1747
398,1080.01,-1000.0,200.0,459170115094.1747
399,1140.005,-1000.0,0.0,459170115094.1747
400,1140.005,-1000.0,10.0,459170115094.1747
401,1140.005,-1000.0,20.0,459170115094.1747
402,1140.005,-1000.0,30.0,459170115094.1747
403,1140.005,-1000.0,40.0,459170115094.1747
404,1140.005,-1000.0,50.0,459170115094.1747
405,1140.005,-1000.0,60.0,459170115094.1747
406,1140.005,-1000.0,70.0,459170115094.1747
407,1140.005,-1000.0,80.0,459170115094.1747
408,1140.005,-1000.0,90.0,459170115094.1747
409,1140.005,-1000.0,100.0,459170115094.1747
410,1140.005,-1000.0,110.0,459170115094.1747
411,1140.005,-1000.0,120.0,459170115094.1747
412,1140.005,-1000.0,130.0,459170115094.1747
413,1140.005,-1000.0,140.0,459170115094.1747
414,1140.005,-1000.0,150.0,459170115094.1747
415,1140.005,-1000.0,160.0,459170115094.1747
416,1140.005,-1000.0,170.0,459170115094.1747
417,1140.005,-1000.0,180.0,459170115094.1747
418,1140.005,-1000.0,190.0,459170115094.1747
419,1140.005,-1000.0,200.0,459170115094.1747
420,1200.0,-1000.0,0.0,459170115094.1747
421,1200.0,-1000.0,10.0,459170115094.1747
422,1200.0,-1000.0,20.0,459170115094.1747
423,1200.0,-1000.0,30.0,459170115094.1747
424,1200.0,-1000.0,40.0,459170115094.1747
425,1200.0,-1000.0,50.0,459170115094.1747
426,1200.0,-1000.0,60.0,459170115094.1747
427,1200.0,-1000.0,70.0,459170115094.1747
428,1200.0,-1000.0,80.0,459170115094.1747
429,1200.0,-1000.0,90.0,459170115094.1747
430,1200.0,-1000.0,100.0,459170115094.1747
431,1200.0,-1000.0,110.0,459170115094.1747
432,1200.0,-1000.0,120.0,459170115094.1747
433,1200.0,-1000.0,130.0,459170115094.1747
434,1200.0,-1000.0,140.0,459170115094.1747
435,1200.0,-1000.0,150.0,459170115094.1747
436,1200.0,-1000.0,160.0,459170115094.1747
437,1200.0,-1000.0,170.0,459170115094.1747
438,1200.0,-1000.0,180.0,459170115094.1747
439,1200.0,-1000.0,190.0,459170115094.1747
440,1200.0,-1000.0,200.0,459170115094.1747
441,0.1,-900.0,0.0,459170115094.1747
442,0.1,-900.0,10.0,459170115094.1747
443,0.1,-900.0,20.0,459170115094.1747
444,0.1,-900.0,30.0,459170115094.1747
445,0.1,-900.0,40.0,459170115094.1747
446,0.1,-900.0,50.0,459170115094.1747
447,0.1,-900.0,60.0,459170115094.1747
448,0.1,-900.0,70.0,459170115094.1747
449,0.1,-900.0,80.0,459170115094.1747
450,0.1,-900.0,90.0,459170115094.1747
451,0.1,-900.0,100.0,459170115094.1747
452,0.1,-900.0,110.0,459170115094.1747
453,0.1,-900.0,120.0,459170115094.1747
454,0.1,-900.0,130.0,459170115094.1747
455,0.1,-900.0,140.0,459170115094.1747
456,0.1,-900.0,150.0,459170115094.1747
457,0.1,-900.0,160.0,459170115094.1747
458,0.1,-900.0,170.0,459170115094.1747
459,0.1,-900.0,180.0,459170115094.1747
460,0.1,-900.0,190.0,459170115094.1747
461,0.1,-900.0,200.0,459170115094.1747
462,60.095000000000006,-900.0,0.0,459170115094.1747
463,60.095000000000006,-900.0,10.0,459170115094.1747
464,60.095000000000006,-900.0,20.0,459170115094.1747
465,60.095000000000006,-900.0,30.0,459170115094.1747
466,60.095000000000006,-900.0,40.0,459170115094.1747
467,60.095000000000006,-900.0,50.0,459170115094.1747
468,60.095000000000006,-900.0,60.0,459170115094.1747
469,60.095000000000006,-900.0,70.0,459170115094.1747
470,60.095000000000006,-900.0,80.0,459170115094.1747
471,60.095000000000006,-900.0,90.0,459170115094.1747
472,60.095000000000006,-900.0,100.0,459170115094.1747
473,60.095000000000006,-900.0,110.0,459170115094.1747
474,60.095000000000006,-900.0,120.0,459170115094.1747
475,60.095000000000006,-900.0,130.0,459170115094.1747
476,60.095000000000006,-900.0,140.0,459170115094.1747
477,60.095000000000006,-900.0,150.0,459170115094.1747
478,60.095000000000006,-900.0,160.0,459170115094.1747
479,60.095000000000006,-900.0,170.0,459170115094.1747
480,60.095000000000006,-900.0,180.0,459170115094.1747
481,60.095000000000006,-900.0,190.0,459170115094.1747
482,60.095000000000006,-900.0,200.0,459170115094.1747
483,120.09,-900.0,0.0,459170115094.1747
484,120.09,-900.0,10.0,459170115094.1747
485,120.09,-900.0,20.0,459170115094.1747
486,120.09,-900.0,30.0,459170115094.1747
487,120.09,-900.0,40.0,459170115094.1747
488,120.09,-900.0,50.0,459170115094.1747
489,120.09,-900.0,60.0,459170115094.1747
490,120.09,-900.0,70.0,459170115094.1747
491,120.09,-900.0,80.0,459170115094.1747
492,120.09,-900.0,90.0,459170115094.1747
493,120.09,-900.0,100.0,459170115094.1747
494,120.09,-900.0,110.0,459170115094.1747
495,120.09,-900.0,120.0,459170115094.1747
496,120.09,-900.0,130.0,459170115094.1747
497,120.09,-900.0,140.0,459170115094.1747
498,120.09,-900.0,150.0,459170115094.1747
499,120.09,-900.0,160.0,459170115094.1747
500,120.09,-900.0,170.0,459170115094.1747
501,120.09,-900.0,180.0,459170115094.1747
502,120.09,-900.0,190.0,459170115094.1747
503,120.09,-900.0,200.0,459170115094.1747
504,180.085,-900.0,0.0,459170115094.1747
505,180.085,-900.0,10.0,459170115094.1747
506,180.085,-900.0,20.0,459170115094.1747
507,180.085,-900.0,30.0,459170115094.1747
508,180.085,-900.0,40.0,459170115094.1747
509,180.085,-900.0,50.0,459170115094.1747
510,180.085,-900.0,60.0,459170115094.1747
511,180.085,-900.0,70.0,459170115094.1747
512,180.085,-900.0,80.0,459170115094.1747
513,180.085,-900.0,90.0,459170115094.1747
514,180.085,-900.0,100.0,459170115094.1747
515,180.085,-900.0,110.0,459170115094.1747
516,180.085,-900.0,120.0,459170115094.1747
517,180.085,-900.0,130.0,459170115094.1747
518,180.085,-900.0,140.0,459170115094.1747
519,180.085,-900.0,150.0,459170115094.1747
520,180.085,-900.0,160.0,459170115094.1747
521,180.085,-900.0,170.0,459170115094.1747
522,180.085,-900.0,180.0,459170115094.1747
523,180.085,-900.0,190.0,459170115094.1747
524,180.085,-900.0,200.0,459170115094.1747
525,240.08,-900.0,0.0,459170115094.1747
526,240.08,-900.0,10.0,459170115094.1747
527,240.08,-900.0,20.0,459170115094.1747
528,240.08,-900.0,30.0,459170115094.1747
529,240.08,-900.0,40.0,459170115094.1747
